iter	RMSE
130	12.99943123
131	12.99732999
132	12.98993544
133	12.97704369
134	12.97287913
135	12.96330288
136	12.93694207
137	12.92596203
138	12.91184043
139	12.89790106
140	12.89399731
141	12.87899658
142	12.87293617
143	12.8674049
144	12.85032052
145	12.84266603
146	12.83500455
147	12.83029306
148	12.81591117
149	12.80530061
150	12.79299879
151	12.78619204
152	12.77744738
153	12.76692636
154	12.75527819
155	12.74889911
156	12.73449625
157	12.72383455
158	12.72304285
159	12.70650989
160	12.70221159
161	12.68303692
162	12.66363169
163	12.65274879
164	12.63562293
165	12.62458488
166	12.60692066
167	12.59308434
168	12.58340409
169	12.55735516
170	12.5454123
171	12.53164751
172	12.51765463
173	12.50480353
174	12.50097732
175	12.49334729
176	12.48956244
177	12.48103222
178	12.46988456
179	12.45539879
180	12.42849052
181	12.42117196
182	12.41627118
183	12.40960787
184	12.40584018
185	12.39629536
186	12.38410483
187	12.37612105
188	12.3720817
189	12.35956867
190	12.34491104
191	12.34037636
192	12.33099621
193	12.30867568
194	12.29238819
195	12.29023267
196	12.28829619
197	12.28032439
198	12.27123306
199	12.25855554
200	12.2544909
201	12.2456759
202	12.24162849
203	12.238353
204	12.22182547
205	12.2184764
206	12.20991077
207	12.19365445
208	12.18710999
209	12.1716325
210	12.16195003
211	12.16085629
212	12.14430112
213	12.14254439
214	12.13593601
215	12.13095255
216	12.11668946
217	12.11087318
218	12.10735971
219	12.0994036
220	12.09637441
221	12.09171786
222	12.08199404
223	12.07905303
224	12.0706691
225	12.0674628
226	12.05993995
227	12.05909386
228	12.05334681
229	12.04736955
230	12.03050989
231	12.01914282
232	12.01673386
233	12.00928315
234	12.00734725
235	11.99621754
236	11.99509321
237	11.99484859
238	11.99296215
239	11.98738497
240	11.97960564
241	11.96210709
242	11.95744375
243	11.95456401
244	11.95088702
245	11.93949318
246	11.93820927
247	11.93194539
248	11.91647457
249	11.90039908
250	11.89942578
251	11.89163637
252	11.88008092
253	11.87770303
254	11.87213768
255	11.8610752
256	11.85886222
257	11.85131461
258	11.84542759
259	11.84415851
260	11.83378418
261	11.82321341
262	11.82251537
263	11.81547405
264	11.80510952
265	11.78611886
266	11.77674677
267	11.76042924
268	11.75234579
269	11.74811894
270	11.73274529
271	11.71680634
272	11.70716008
273	11.70431067
274	11.69114105
275	11.68830755
276	11.67834364
277	11.67731684
278	11.66972518
279	11.66508523
280	11.65192387
281	11.63969704
282	11.63655671
283	11.6353325
284	11.62824793
285	11.62730338
286	11.61702251
287	11.60977903
288	11.59661678
289	11.59108395
290	11.57806208
291	11.57104302
292	11.56480037
293	11.54937608
294	11.54245865
295	11.53975738
296	11.5347931
297	11.5218051
298	11.51960017
299	11.50588777
300	11.4943083
301	11.4875521
302	11.47450366
303	11.4557423
304	11.44341926
305	11.44162488
306	11.43285882
307	11.43182817
308	11.42111712
309	11.41859641
310	11.41749002
311	11.41673449
312	11.41572386
313	11.40735065
314	11.39840741
315	11.38504367
316	11.36950689
317	11.36297492
318	11.35519572
319	11.34525327
320	11.33573481
321	11.32815544
322	11.30846728
323	11.29719899
324	11.29651182
325	11.2870567
326	11.27704021
327	11.27054849
328	11.26504099
329	11.26020694
330	11.2485921
331	11.238665
332	11.23544542
333	11.23473757
334	11.23163025
335	11.22257993
336	11.21748387
337	11.20967122
338	11.20272422
339	11.20174488
340	11.19981468
341	11.1948497
342	11.18704342
343	11.17594818
344	11.1644175
345	11.15366904
346	11.15211071
347	11.15113455
348	11.14232035
349	11.14170628
350	11.12920471
351	11.12803727
352	11.12722837
353	11.11825913
354	11.11739854
355	11.11599869
356	11.11074426
357	11.10701219
358	11.09761563
359	11.09100955
360	11.08362123
361	11.07474604
362	11.07307121
363	11.06583323
364	11.05992495
365	11.05366604
366	11.03776446
367	11.03163468
368	11.03095649
369	11.02253955
370	11.01465169
371	11.00287104
372	10.99146195
373	10.97789293
374	10.97355725
375	10.96794161
376	10.96074234
377	10.95150239
378	10.93790851
379	10.93294678
380	10.93032249
381	10.91998795
382	10.90024645
383	10.89931897
384	10.89319306
385	10.88681358
386	10.87945356
387	10.87185463
388	10.86583746
389	10.85552707
390	10.84980045
391	10.84557278
392	10.83799979
393	10.82555733
394	10.8222729
395	10.81468989
396	10.8113986
397	10.80911159
398	10.7950071
399	10.78148966
400	10.77000525
401	10.76557427
402	10.76320606
403	10.74942078
404	10.73278588
405	10.7306639
406	10.72542582
407	10.71956285
408	10.71200836
409	10.70836033
410	10.70692103
411	10.70395985
412	10.69315037
413	10.69130254
414	10.67621303
415	10.66100698
416	10.65803914
417	10.6535186
418	10.64293015
419	10.63288373
420	10.62580304
421	10.6114023
422	10.59965791
423	10.59117573
424	10.58910137
425	10.58113682
426	10.57265812
427	10.56624739
428	10.55206031
429	10.54773607
430	10.53186542
431	10.52244272
432	10.52164101
433	10.51834217
434	10.51621913
435	10.50867164
436	10.50578322
437	10.50457008
438	10.49011936
439	10.47872873
440	10.47741544
441	10.47309642
442	10.45877325
443	10.4438638
444	10.44249204
445	10.42896492
446	10.41347249
447	10.41318636
448	10.41230382
449	10.40751733
450	10.40524747
451	10.39759214
452	10.38541543
453	10.37708073
454	10.37376778
455	10.36632258
456	10.35228204
457	10.34851442
458	10.34584561
459	10.34083294
460	10.33068623
461	10.32939891
462	10.32480544
463	10.32462489
464	10.31584487
465	10.30461688
466	10.29572099
467	10.29219969
468	10.28031785
469	10.2762652
470	10.26875045
471	10.26343861
472	10.25677745
473	10.25259539
474	10.25094508
475	10.24205018
476	10.2404476
477	10.22549849
478	10.22520511
479	10.21571094
480	10.19879321
481	10.18909977
482	10.18128143
483	10.17810525
484	10.17593586
485	10.17424212
486	10.16744631
487	10.15199835
488	10.14944882
489	10.14353672
490	10.13490595
491	10.12648412
492	10.11315287
493	10.10714571
494	10.10569783
495	10.10088759
496	10.095227
497	10.08745953
498	10.08679606
499	10.07575268
500	10.07129151
501	10.06058175
502	10.0591342
503	10.05737979
504	10.05448351
505	10.04912244
506	10.03663395
507	10.03110015
508	10.00988397
509	10.00081339
510	9.99234356
511	9.987453018
512	9.982139666
513	9.970118405
514	9.967768811
515	9.950822929
516	9.942364794
517	9.941814303
518	9.939508155
519	9.934322338
520	9.931188113
521	9.921596803
522	9.914922597
523	9.906850339
524	9.905339856
525	9.901986233
526	9.897344981
527	9.896111448
528	9.894842408
529	9.891429185
530	9.889741856
531	9.883163544
532	9.870007611
533	9.861651423
534	9.851220303
535	9.848599689
536	9.839368794
537	9.837601753
538	9.837109735
539	9.827100519
540	9.826752188
541	9.821691881
542	9.810485903
543	9.799970576
544	9.794592007
545	9.782519636
546	9.770925989
547	9.765255522
548	9.756716091
549	9.746286663
550	9.742091217
551	9.732923348
552	9.72330784
553	9.721160427
554	9.712875019
555	9.704771831
556	9.693572068
557	9.684611621
558	9.670783698
559	9.660445551
560	9.652187578
561	9.645438501
562	9.640414163
563	9.632794736
564	9.62701216
565	9.626784662
566	9.620535229
567	9.614732545
568	9.607010938
569	9.602015014
570	9.592532065
571	9.586625201
572	9.583442855
573	9.572147009
574	9.565091706
575	9.561450759
576	9.559188498
577	9.55621523
578	9.553196032
579	9.552958382
580	9.550659228
581	9.542340492
582	9.540937253
583	9.540509337
584	9.523834167
585	9.520800161
586	9.514849019
587	9.513194212
588	9.505835357
589	9.497467996
590	9.489440211
591	9.480108186
592	9.476350496
593	9.464604528
594	9.455446983
595	9.451492864
596	9.441507868
597	9.433519048
598	9.430268603
599	9.42995301
600	9.420542608
601	9.416023078
602	9.405469731
603	9.404357657
604	9.395171179
605	9.38756082
606	9.376457767
607	9.371237094
608	9.363500984
609	9.359908886
610	9.352048709
611	9.350926656
612	9.348584367
613	9.339979027
614	9.331949684
615	9.319360677
616	9.316249287
617	9.313717845
618	9.30898228
619	9.301482561
620	9.295399215
621	9.293571863
622	9.292348926
623	9.280543042
624	9.271414549
625	9.267872629
626	9.25570143
627	9.244955917
628	9.243829717
629	9.234493458
630	9.232909221
631	9.231637571
632	9.224622065
633	9.218849982
634	9.210563621
635	9.19968769
636	9.182070727
637	9.174447951
638	9.170378791
639	9.162931288
640	9.151655178
641	9.148590488
642	9.144915132
643	9.140507651
644	9.131082172
645	9.124412322
646	9.118183525
647	9.115782108
648	9.106343705
649	9.105890626
650	9.098381956
651	9.098158098
652	9.090443638
653	9.081707573
654	9.073288186
655	9.063224943
656	9.055152833
657	9.045458154
658	9.035934734
659	9.020652304
660	9.014170709
661	9.010624632
662	9.0028431
663	8.990935922
664	8.981159379
665	8.972717125
666	8.972283293
667	8.962448062
668	8.961053747
669	8.952004449
670	8.946473094
671	8.938075219
672	8.935901803
673	8.926492088
674	8.924654193
675	8.919168853
676	8.915871975
677	8.912106071
678	8.906264174
679	8.902795604
680	8.900139687
681	8.898469735
682	8.88687039
683	8.880000872
684	8.869812672
685	8.862012361
686	8.849384817
687	8.843609407
688	8.840676246
689	8.831818105
690	8.823942198
691	8.816406037
692	8.802725617
693	8.800784262
694	8.795780961
695	8.793864925
696	8.781991756
697	8.779968732
698	8.772550981
699	8.763155303
700	8.759149343
701	8.756872675
702	8.748243862
703	8.74456656
704	8.736532252
705	8.736020709
706	8.735723857
707	8.732591076
708	8.726543493
709	8.720247215
710	8.709764627
711	8.703384629
712	8.699977826
713	8.696330225
714	8.692705408
715	8.6858105
716	8.679680875
717	8.675353322
718	8.667362116
719	8.659361866
720	8.657276579
721	8.657131293
722	8.651677879
723	8.649538794
724	8.63447205
725	8.631926579
726	8.625202089
727	8.622800521
728	8.618925946
729	8.608611154
730	8.604460066
731	8.603616206
732	8.599535607
733	8.590529678
734	8.582077696
735	8.578366927
736	8.576765808
737	8.571321176
738	8.569237643
739	8.569041625
740	8.560878135
741	8.554489802
742	8.552183989
743	8.543353656
744	8.539751504
745	8.536840094
746	8.532701454
747	8.532168953
748	8.529131917
749	8.525685979
750	8.524387301
751	8.522696421
752	8.515766736
753	8.515723425
754	8.514388771
755	8.508794426
756	8.508493384
757	8.503800505
758	8.50090444
759	8.494415859
760	8.489398574
761	8.482507105
762	8.471635689
763	8.467720846
764	8.458139633
765	8.454969958
766	8.451945036
767	8.445597917
768	8.441542035
769	8.43611058
770	8.424806463
771	8.424514318
772	8.422849385
773	8.418336115
774	8.414709841
775	8.41260892
776	8.40255013
777	8.401719259
778	8.394992797
779	8.380842082
780	8.377655101
781	8.376935125
782	8.369603752
783	8.365239947
784	8.359411223
785	8.350048566
786	8.347868472
787	8.34116608
788	8.328018722
789	8.327029927
790	8.320514014
791	8.315717631
792	8.312566334
793	8.3115849
794	8.310075629
795	8.308257031
796	8.306704849
797	8.303477457
798	8.296875028
799	8.296667127
800	8.290511413
801	8.282608683
802	8.281119669
803	8.276582566
804	8.274043359
805	8.273675897
806	8.265437966
807	8.258259653
808	8.247757701
809	8.23940221
810	8.228796036
811	8.221770252
812	8.219073516
813	8.209996722
814	8.20510275
815	8.203581546
816	8.201419601
817	8.190749112
818	8.180134099
819	8.179950499
820	8.178911812
821	8.174006935
822	8.170118968
823	8.168346992
824	8.159807755
825	8.156836381
826	8.156119926
827	8.154284383
828	8.147226788
829	8.146467204
830	8.139584133
831	8.138102023
832	8.123983567
833	8.119422356
834	8.119016051
835	8.11879587
836	8.11585838
837	8.11026393
838	8.10396554
839	8.097141405
840	8.092514887
841	8.082941873
842	8.078762569
843	8.075655218
844	8.074187555
845	8.067331383
846	8.059712203
847	8.051566773
848	8.043212367
849	8.03940988
850	8.038071616
851	8.031134021
852	8.030335333
853	8.024760108
854	8.018092325
855	8.012026968
856	8.006374007
857	8.002231808
858	7.996277434
859	7.993575972
860	7.992127107
861	7.984488877
862	7.978381303
863	7.974732993
864	7.97199562
865	7.966582583
866	7.958872609
867	7.956324678
868	7.950806686
869	7.94407174
870	7.943623339
871	7.932895869
872	7.925401532
873	7.917243157
874	7.908085513
875	7.902199631
876	7.894929243
877	7.891390602
878	7.88545572
879	7.881580455
880	7.877908016
881	7.874289164
882	7.865986107
883	7.865498237
884	7.862702428
885	7.85683943
886	7.855209676
887	7.84575466
888	7.836531502
889	7.830905618
890	7.829877594
891	7.828036918
892	7.820900798
893	7.816006092
894	7.809526053
895	7.804095377
896	7.799301341
897	7.798297224
898	7.786511538
899	7.776477512
900	7.76651979
901	7.762912611
902	7.759382692
903	7.757748602
904	7.754281391
905	7.747545881
906	7.740256558
907	7.739164702
908	7.734967395
909	7.727677362
910	7.72369001
911	7.718021192
912	7.715876332
913	7.712550192
914	7.710970998
915	7.701640058
916	7.699182344
917	7.697653762
918	7.694643937
919	7.69247771
920	7.685791185
921	7.683477576
922	7.683180947
923	7.673550961
924	7.667210939
925	7.666396161
926	7.665041904
927	7.656205721
928	7.645525828
929	7.643028277
930	7.635773833
931	7.630399239
932	7.629701355
933	7.623295852
934	7.616779905
935	7.614647272
936	7.607575319
937	7.606400407
938	7.604128455
939	7.59713228
940	7.592929374
941	7.5909626
942	7.585209655
943	7.582022422
944	7.581961493
945	7.573359784
946	7.570171293
947	7.563634261
948	7.559555947
949	7.551016356
950	7.546693214
951	7.545497253
952	7.542268748
953	7.541531365
954	7.535805572
955	7.532701165
956	7.529747689
957	7.525673403
958	7.517374959
959	7.516484958
960	7.513655823
961	7.511772066
962	7.508959455
963	7.506972459
964	7.503432609
965	7.503203109
966	7.502940978
967	7.501902769
968	7.49884768
969	7.492417959
970	7.48516802
971	7.477783432
972	7.476739028
973	7.463691365
974	7.463117852
975	7.462352339
976	7.458025375
977	7.453525583
978	7.450228221
979	7.447524251
980	7.445666211
981	7.443802058
982	7.443274152
983	7.436332721
984	7.430964052
985	7.42619511
986	7.423927418
987	7.412727879
988	7.410643623
989	7.40916652
990	7.408500032
991	7.406860883
992	7.405933041
993	7.400875602
994	7.393761475
995	7.389205506
996	7.38805965
997	7.387932043
998	7.379635281
999	7.376242923
